,Score,Death
183,1.0,off_bot
184,4.0,off_bot
185,0.0,tree_bot
186,1.0,tree_bot
187,5.0,off_bot
188,0.0,tree_bot
189,0.0,tree_bot
190,2.0,off_bot
191,4.0,off_bot
192,1.0,off_bot
193,2.0,off_bot
194,1.0,off_bot
195,2.0,off_bot
196,1.0,off_bot
197,0.0,off_bot
198,1.0,off_bot
199,3.0,off_bot
200,0.0,tree_top
201,0.0,tree_top
202,1.0,tree_bot
203,4.0,tree_bot
204,5.0,tree_bot
205,2.0,tree_bot
206,1.0,tree_top
207,1.0,off_bot
208,2.0,tree_bot
209,1.0,off_bot
210,1.0,off_bot
211,0.0,tree_top
212,4.0,off_bot
213,0.0,tree_top
214,1.0,off_bot
215,1.0,off_bot
216,1.0,off_bot
217,2.0,off_bot
218,1.0,off_bot
219,3.0,off_bot
220,0.0,tree_top
221,3.0,off_bot
222,5.0,tree_top
223,0.0,tree_bot
224,1.0,tree_bot
225,1.0,off_bot
226,0.0,tree_bot
227,1.0,off_bot
228,2.0,off_bot
229,3.0,tree_bot
230,1.0,off_bot
231,2.0,tree_bot
232,3.0,tree_bot
233,2.0,off_bot
234,1.0,tree_top
235,2.0,tree_bot
236,1.0,off_bot
237,0.0,tree_top
238,5.0,off_bot
239,3.0,tree_top
240,1.0,off_bot
241,1.0,off_bot
242,7.0,off_bot
243,3.0,tree_top
244,0.0,tree_bot
245,2.0,off_bot
246,1.0,off_bot
247,1.0,tree_bot
248,1.0,tree_top
249,0.0,tree_top
250,4.0,off_bot
251,10.0,off_bot
252,2.0,off_bot
253,4.0,off_bot
254,0.0,tree_top
255,1.0,tree_bot
256,0.0,tree_bot
257,6.0,off_bot
258,2.0,tree_bot
259,1.0,tree_bot
260,1.0,off_bot
261,2.0,off_bot
262,0.0,tree_top
263,1.0,tree_bot
264,4.0,tree_bot
265,1.0,off_bot
266,0.0,tree_bot
267,0.0,tree_bot
268,0.0,tree_bot
269,2.0,tree_bot
270,2.0,tree_top
271,1.0,off_bot
272,6.0,off_bot
273,1.0,off_bot
274,1.0,off_bot
275,1.0,tree_top
276,1.0,off_bot
277,2.0,off_bot
278,4.0,tree_bot
279,2.0,off_bot
280,2.0,off_bot
281,1.0,off_bot
282,1.0,tree_bot
283,1.0,tree_top
284,1.0,off_bot
285,3.0,off_bot
286,4.0,off_bot
287,3.0,off_bot
288,2.0,off_bot
289,9.0,off_bot
290,7.0,off_bot
291,2.0,tree_bot
292,2.0,off_bot
293,4.0,off_bot
294,5.0,off_bot
295,9.0,off_bot
296,0.0,tree_bot
297,6.0,off_bot
298,2.0,off_bot
299,3.0,off_bot
300,3.0,off_bot
301,1.0,tree_bot
302,16.0,off_bot
303,4.0,off_bot
304,2.0,tree_top
305,1.0,off_bot
306,4.0,off_bot
307,9.0,off_bot
308,13.0,tree_bot
309,6.0,off_bot
310,0.0,tree_bot
311,1.0,off_bot
312,4.0,off_bot
313,1.0,off_bot
314,0.0,tree_bot
315,1.0,off_bot
316,3.0,off_bot
317,3.0,off_bot
318,6.0,off_bot
319,4.0,off_bot
320,16.0,off_bot
321,6.0,off_bot
322,1.0,off_bot
323,4.0,tree_bot
324,6.0,off_bot
325,9.0,off_bot
326,11.0,off_bot
327,7.0,tree_bot
328,10.0,off_bot
329,1.0,off_bot
330,2.0,tree_top
331,17.0,off_bot
332,4.0,off_bot
333,7.0,tree_bot
334,3.0,off_bot
335,2.0,off_bot
336,1.0,tree_bot
337,4.0,off_bot
338,4.0,off_bot
339,2.0,tree_bot
340,2.0,off_bot
341,16.0,tree_bot
342,1.0,tree_bot
343,4.0,off_bot
344,1.0,tree_bot
345,3.0,off_bot
346,6.0,tree_top
347,0.0,tree_top
348,4.0,off_bot
349,8.0,off_bot
350,2.0,off_bot
351,3.0,off_bot
352,11.0,tree_top
353,6.0,off_bot
354,2.0,off_bot
355,9.0,off_bot
356,2.0,off_bot
357,10.0,off_bot
358,11.0,off_bot
359,21.0,off_bot
360,31.0,off_bot
361,16.0,off_bot
362,16.0,off_bot
363,5.0,tree_bot
364,5.0,off_bot
365,1.0,off_bot
366,14.0,off_bot
367,6.0,tree_bot
368,5.0,off_bot
369,1.0,off_bot
370,18.0,off_bot
371,27.0,off_bot
372,3.0,off_bot
373,12.0,off_bot
374,12.0,off_bot
375,19.0,off_bot
376,5.0,tree_bot
377,14.0,tree_top
378,2.0,off_bot
379,4.0,off_top
380,6.0,tree_top
381,13.0,off_bot
382,4.0,tree_bot
383,4.0,off_bot
384,5.0,tree_bot
385,23.0,off_bot
386,10.0,off_bot
387,2.0,off_bot
388,11.0,tree_top
389,2.0,off_bot
390,36.0,off_bot
391,11.0,off_bot
392,7.0,off_bot
393,28.0,off_bot
394,6.0,off_bot
395,25.0,off_bot
396,5.0,tree_bot
397,3.0,tree_bot
398,2.0,tree_bot
399,19.0,off_bot
400,22.0,tree_bot
401,4.0,tree_bot
402,2.0,tree_bot
403,6.0,tree_top
404,10.0,off_bot
405,28.0,tree_top
406,8.0,off_bot
407,20.0,off_bot
408,6.0,tree_bot
409,9.0,off_bot
410,21.0,off_bot
411,3.0,tree_bot
412,6.0,off_bot
413,16.0,off_bot
414,21.0,tree_top
415,1.0,tree_bot
416,11.0,tree_top
417,90.0,tree_bot
418,0.0,tree_bot
419,5.0,tree_bot
420,27.0,tree_bot
421,19.0,off_bot
422,7.0,tree_bot
423,54.0,tree_bot
424,20.0,off_bot
425,65.0,off_bot
426,21.0,off_bot
427,1.0,tree_bot
428,10.0,off_bot
429,29.0,tree_top
430,18.0,off_bot
431,22.0,off_bot
432,4.0,off_bot
433,30.0,off_bot
434,129.0,tree_top
435,2.0,off_bot
436,46.0,tree_bot
437,34.0,tree_bot
438,10.0,tree_top
439,3.0,tree_bot
440,28.0,off_bot
441,33.0,off_bot
442,21.0,tree_bot
443,19.0,off_bot
444,49.0,off_bot
445,72.0,tree_top
446,10.0,tree_top
447,3.0,off_bot
448,12.0,off_bot
449,54.0,off_bot
450,16.0,tree_bot
451,71.0,tree_top
452,98.0,tree_top
453,14.0,tree_top
454,27.0,off_bot
455,2.0,off_bot
456,11.0,off_bot
457,36.0,tree_top
458,30.0,off_bot
459,8.0,tree_bot
460,60.0,off_bot
461,21.0,off_bot
462,51.0,tree_top
463,146.0,off_bot
464,14.0,tree_bot
465,203.0,tree_bot
466,1.0,tree_bot
467,5.0,off_bot
468,60.0,tree_bot
469,39.0,tree_top
470,7.0,tree_top
471,291.0,off_bot
472,56.0,off_bot
473,46.0,tree_top
474,168.0,tree_top
475,8.0,tree_top
476,21.0,off_bot
477,114.0,tree_bot
478,49.0,tree_bot
479,14.0,tree_bot
480,33.0,off_bot
481,61.0,tree_top
482,123.0,tree_bot
483,46.0,off_bot
484,41.0,tree_top
485,5.0,tree_top
486,11.0,tree_top
487,22.0,off_bot
488,27.0,tree_bot
489,71.0,tree_bot
490,83.0,tree_top
491,16.0,tree_top
492,235.0,tree_bot
493,10.0,off_bot
494,264.0,off_top
495,85.0,tree_top
496,144.0,tree_bot
497,7.0,tree_bot
498,21.0,tree_bot
499,16.0,off_bot
